meanM1,meanM2,meanM3,realM1,realM2,realM3
-21.79049656672563,38.53716319600373,-26.815423059459555,15.86560096,87.53069712,15.14283654
-14.308525406725629,84.01492757600374,-5.631528829459555,23.347572120000002,133.0084615,36.32673077
44.87116209327437,26.908557426003725,-24.967466329459555,82.52725962,75.90209134999999,16.990793269999998
77.27801307327437,8.834639156003732,-50.88393267645955,114.9341106,57.82817308,-8.925673077
35.67645055327437,12.936201656003732,-43.942826907459555,73.33254808,61.92973558,-1.9845673080000008
-29.09217925672563,-0.9910820039962687,69.86426440054043,8.56391827,48.00245192,111.822524
-44.10119368072563,-32.94721180399627,120.61546640054044,-6.445096154,16.04632212,162.573726
60.91683517327437,-28.39492815399627,0.36306252054044563,98.5729327,20.59860577,42.32132212
38.921642863274364,85.90795647600373,72.97424040054045,76.57774038999999,134.9014904,114.9325
4.937267863274371,66.21144207600373,99.83722120054045,42.59336539,115.204976,141.7954808
103.28462367327438,-36.46283680399627,38.49407213054045,140.9407212,12.530697120000001,80.45233173000001
68.03822937327436,30.69461511600373,16.183375020540446,105.6943269,79.68814904,58.14163462
92.73774867327438,89.55879777600373,-39.841264409459555,130.3938462,138.5523317,2.116995189999999
-14.75924656672563,111.05819687600373,-40.246913449459555,22.896850960000002,160.0517308,1.711346149999999
78.31467167327438,122.05579297600374,22.042750020540446,115.97076919999999,171.0493269,64.00100962
69.52560917327438,-46.96463969399627,-45.655567291459555,107.18170669999999,2.0288942300000006,-3.6973076920000008
-17.95936675672563,12.215047806003739,16.048158670540438,19.696730770000002,61.208581730000006,58.00641826999999
115.67945537327438,113.17658627600372,92.85104330054045,153.3355529,162.17012019999999,134.8093029
35.09051305327437,-50.615481038996265,-26.139341329459555,72.74661058,-1.6219471149999993,15.81891827
88.00517647327439,26.097259346003725,94.51871160054046,125.661274,75.09079326999999,136.4769712
0.15962362327437063,117.36829297600374,129.76510580054045,37.81572115,166.3618269,171.7233654
75.83570537327438,101.45783627600372,119.66895190054046,113.4918029,150.45137019999999,161.62721150000002
101.84231597327437,-36.32762046399627,87.35224520054047,139.4984135,12.66591346,129.31050480000002
134.8801764732744,-57.376298346996265,-36.596072099459555,172.53627400000002,-8.382764423,5.362187499999999
-1.1925398367256292,-58.00730796199627,-32.404365369459555,36.46355769,-9.013774038,9.55389423
11.247364013274371,-55.21283680899627,40.792750020540446,48.90346154,-6.219302884999999,82.75100962
9.44447939327437,-56.11427911599627,11.586019250540438,47.10057692,-7.120745191999999,53.54427884999999
-37.65588118072563,-55.16776469299627,-30.060615369459555,0.00021634600000020043,-6.174230768999999,11.89764423
-35.49241963672563,123.94882187600373,10.909937520540446,2.1636778900000007,172.9423558,52.86819712
-26.47799656672563,121.69521607600373,-16.809413449459555,11.17810096,170.68875,25.148846149999997
-24.99061675672563,-54.98747623199627,-31.683211519459554,12.66548077,-5.993942307999999,10.27504808
-29.18232348672563,-29.88230796399627,23.349841360540445,8.47377404,19.11122596,65.30810096
-23.59338117672563,-57.87209161599627,-33.576240369459555,14.06271635,-8.878557692,8.38201923
-27.42451098672563,-57.19600988599627,80.77171640054044,10.23158654,-8.202475962,122.729976
-26.88364560672563,-58.548173346996265,-38.669389409459555,10.77245192,-9.554639423,3.288870189999999
-24.99061675672563,124.80519207600372,-13.744509599459555,12.66548077,173.798726,28.213749999999997
-25.57655425672563,-46.37870219399627,-4.775158639459555,12.07954327,2.6148317300000006,37.18310096
-24.22439079672563,-55.21283680899627,-28.032370179459555,13.43170673,-6.219302884999999,13.925889419999999
-26.65828502672563,-35.60646661399627,-34.928403829459555,10.9978125,13.38706731,7.029855769999999
-29.85840521672563,-57.73687526999627,-34.252322099459555,7.79769231,-8.743341346,7.705937499999999
-26.97378983672563,125.52634587600375,-30.871913449459555,10.68230769,174.5198798,11.086346149999999
-26.02727540672563,-55.618485846996265,-32.810014409459555,11.62882212,-6.624951922999999,9.148245189999999
-30.21898213672563,-56.02413488599627,75.36306250054045,7.437115390000001,-7.030600961999999,117.3213221
-25.21597733672563,125.70663437600373,-37.993307679459555,12.44012019,174.7001683,3.964951919999999
-25.71177060672563,25.736682426003725,111.73625960054045,11.94432692,74.73021634999999,153.6945192
-26.65828502672563,-54.94240411599627,-35.739701909459555,10.9978125,-5.948870191999999,6.218557689999999
-29.00203502672563,-56.790360846996265,-32.900158639459555,8.6540625,-7.796826922999999,9.058100959999999
-27.33436675672563,-57.19600988599627,-35.153764409459555,10.32173077,-8.202475962,6.804495189999999
-27.24422252672563,124.48968727600374,-35.559413449459555,10.411875,173.4832212,6.398846149999999
-27.74001579672563,125.66156227600374,-35.829846139459555,9.91608173,174.6550962,6.128413459999999
-27.55972733672563,124.98548047600374,-38.984894209459554,10.09637019,173.9790144,2.9733653899999997
-24.76525617672563,-57.46644257799627,96.41174040054045,12.89084135,-8.472908654,138.37
71.23834957327438,-52.91415892399627,-34.657971139459555,108.8944471,-3.9206249999999994,7.300288459999999
51.49676305327437,-58.41295700099627,-34.793187479459554,89.15286058,-9.419423077,7.16507212
123.61214767327436,-58.32281276999627,100.01750960054045,161.2682452,-9.329278846,141.9757692
120.36695537327438,123.18259587600375,-41.689221139459555,158.0230529,172.1761298,0.2690384599999991
-29.27246771672563,-57.646731038996265,-36.370711519459554,8.38362981,-8.653197115,5.5875480799999995
-27.19915040672563,-52.77894257799627,33.941788480540446,10.45694712,-3.7854086539999994,75.90004808
-23.86381387672563,-51.11127430899627,-40.156769209459554,13.79228365,-2.1177403849999994,1.8014903899999997
4.035825553274371,-56.11427911599627,-29.835254789459555,41.69192308,-7.120745191999999,12.12300481
-27.69494367672563,-44.84625027399627,-28.077442289459555,9.96115385,4.14728365,13.88081731
-26.83857348672563,-54.67197142399627,0.31799040054044525,10.81752404,-5.678437499999999,42.27625
-28.55131387672563,-56.56500026999627,-22.263139409459555,9.10478365,-7.571466345999999,19.695120189999997
-29.31753983672563,28.080432426003725,-21.677201909459555,8.33855769,77.07396634999999,20.281057689999997
-28.82174656672563,-55.933990654996265,-24.201240369459555,8.83435096,-6.940456730999999,17.757019229999997
-28.86681867672563,-54.35646661599627,-26.995711519459554,8.78927885,-5.362932691999999,14.96254808
-27.33436675672563,-55.12269257799627,-28.122514409459555,10.32173077,-6.129158653999999,13.835745189999999
-27.87523213672563,116.06120167600372,-21.992706709459554,9.78086539,165.0547356,19.965552889999998
-27.33436675672563,-53.04937526999627,-24.066024019459554,10.32173077,-4.055841345999999,17.892235579999998
-27.78508790672563,-50.615481038996265,-23.975879789459555,9.87100962,-1.6219471149999993,17.982379809999998
-25.44133790672563,-56.97064930899627,-25.102682679459555,12.21475962,-7.977115384999999,16.855576919999997
-30.48941483672563,-54.67197142399627,-23.795591329459555,7.16668269,-5.678437499999999,18.162668269999998
-28.23580906672563,-51.87750026999627,-25.778764409459555,9.42028846,-2.8839663459999993,16.179495189999997
-30.08376579672563,-36.14733200399627,-25.913980749459554,7.57233173,12.84620192,16.044278849999998
-28.37102540672563,-55.66355796199627,-25.959052869459555,9.28507212,-6.670024037999999,15.99920673
-25.26104944672563,-49.84925507799627,-24.066024019459554,12.39504808,-0.8557211539999994,17.892235579999998
-28.41609752672563,124.35447087600375,-22.398355749459554,9.24,173.3480048,19.559903849999998
-27.87523213672563,57.64774007600373,-23.975879789459555,9.78086539,106.641274,17.982379809999998
34.09892651327437,124.21925457600372,-23.164581709459554,71.75502404,173.2127885,18.793677889999998
-29.72318887672563,125.25591317600373,-24.156168249459554,7.93290865,174.2494471,17.802091349999998
-26.16249175672563,-58.548173346996265,-22.713860559459555,11.49360577,-9.554639423,19.244399039999998
-25.12583310672563,123.90374977600374,-25.147754789459555,12.53026442,172.8972837,16.810504809999998
-28.05552060672563,-57.376298346996265,-25.282971139459555,9.60057692,-8.382764423,16.675288459999997
-25.26104944672563,-58.05238007799627,-28.933812479459554,12.39504808,-9.058846154,13.02444712
113.51599377327437,-57.01572142399627,-22.894149019459554,151.1720913,-8.0221875,19.064110579999998
-28.01044848672563,-55.302981038996265,-22.533572099459555,9.64564904,-6.309447114999999,19.424687499999997
-25.98220329672563,-57.91716373199627,-24.787177869459555,11.67389423,-8.923629808,17.171081729999997
-25.80191483672563,-51.33663488599627,-22.533572099459555,11.85418269,-2.3431009619999994,19.424687499999997
-30.03869367672563,109.57081707600372,-35.469269209459554,7.6174038500000005,158.564351,6.48899039
-25.84698694672563,48.948821876003734,25.378086550540452,11.80911058,97.9423558,67.33634615000001
-28.77667444672563,-58.77353392399627,88.65933660054046,8.87942308,-9.78,130.6175962
-29.58797252672563,-58.77353392399627,100.51330290054045,8.068125,-9.78,142.4715625
-28.46116963672563,36.32862953600373,85.05356730054046,9.19492789,85.32216346,127.01182690000002
-27.78508790672563,124.85026417600372,-25.778764409459555,9.87100962,173.8437981,16.179495189999997
-8.854799446725629,12.215047806003739,-25.057610559459555,28.801298080000002,61.208581730000006,16.900649039999998
-27.42451098672563,-54.446610846996265,-24.516745179459555,10.23158654,-5.453076922999999,17.441514419999997
-24.99061675672563,122.82201897600373,-26.409774019459554,12.66548077,171.8155529,15.54848558
-27.33436675672563,123.09245167600372,55.93698080054045,10.32173077,172.0859856,97.8952404
-28.14566483672563,74.73007187600373,-15.547394209459554,9.51043269,123.7236058,26.410865389999998
-27.37943887672563,97.08584107600373,-39.390543249459554,10.27665865,146.079375,2.5677163499999995
10.976931323274371,-56.74528873199627,-26.319629789459555,48.63302885,-7.751754807999999,15.63862981
-26.56814079672563,16.00110549600373,48.364865400540445,11.08795673,64.99463942,90.323125
-26.52306867672563,-49.62389450099627,-22.758932679459555,11.13302885,-0.6303605769999994,19.199326919999997
-26.11741963672563,-57.060793538996265,-25.733692289459555,11.53867789,-8.067259615,16.224567309999998
-26.11741963672563,-54.40153873199627,66.48385580054045,11.53867789,-5.408004807999999,108.4421154
-27.33436675672563,-56.33963969299627,-25.057610559459555,10.32173077,-7.346105768999999,16.900649039999998
-28.14566483672563,-51.92257238599627,-26.905567289459555,9.51043269,-2.9290384619999994,15.05269231
-26.61321290672563,-58.59324546199627,-27.221072099459555,11.04288462,-9.599711538,14.7371875
-27.15407829672563,124.94040837600375,71.21642790054045,10.50201923,173.9339423,113.1746875
-25.03568887672563,-56.474856038996265,-26.409774019459554,12.62040865,-7.481322114999999,15.54848558
-27.87523213672563,-57.78194738599627,-25.598475949459555,9.78086539,-8.788413462,16.359783649999997
-24.85540040672563,118.17959107600373,78.06738940054046,12.80069712,167.173125,120.02564900000002
-25.21597733672563,78.96685067600373,-24.381528829459555,12.44012019,127.9603846,17.576730769999998
-25.57655425672563,-57.962235846996265,-22.668788449459555,12.07954327,-8.968701923,19.289471149999997
112.65962367327438,-58.41295700099627,47.824000000540444,150.3157212,-9.419423077,89.7822596
-28.77667444672563,-55.52834161599627,-23.029365369459555,8.87942308,-6.534807691999999,18.928894229999997
62.854936173274375,-55.70863007799627,-25.553403829459555,100.5110337,-6.715096153999999,16.404855769999998
-29.76826098672563,123.49810067600373,-22.804004789459555,7.88783654,172.4916346,19.154254809999998
-26.52306867672563,125.70663437600373,-25.373115369459555,11.13302885,174.7001683,16.585144229999997
3.134383243274371,-52.73387046199627,-2.0257595994595547,40.79048077,-3.7403365379999993,39.9325
76.51178707327438,28.666369926003725,-26.815423059459555,114.1678846,77.65990384999999,15.14283654
-28.77667444672563,-57.55658680899627,-33.170591329459555,8.87942308,-8.563052885,8.78766827
-27.92030425672563,124.08403817600373,-25.192826909459555,9.73579327,173.0775721,16.765432689999997
-27.51465521672563,122.19100937600373,-22.488499979459554,10.14144231,171.1845433,19.469759619999998
-27.78508790672563,-57.78194738599627,-28.438019209459554,9.87100962,-8.788413462,13.52024039
-44.55191483472563,-56.474856038996265,-22.713860559459555,-6.895817308,-7.481322114999999,19.244399039999998
112.25397457327438,-54.80718776999627,-25.463259599459555,149.9100721,-5.813653845999999,16.494999999999997
-26.97378983672563,-55.348053154996265,-24.516745179459555,10.68230769,-6.354519230999999,17.441514419999997
-18.68052060672563,-55.302981038996265,-25.868908639459555,18.97557692,-6.309447114999999,16.089350959999997
-28.77667444672563,-54.08603392399627,-26.860495179459555,8.87942308,-5.092499999999999,15.097764419999999
-26.92871771672563,-55.57341373199627,-25.418187479459554,10.72737981,-6.579879807999999,16.540072119999998
-31.88665040672563,-57.46644257799627,-26.680206709459554,5.769447120000001,-8.472908654,15.27805289
-26.43292444672563,-56.70021661599627,-23.435014409459555,11.22317308,-7.706682691999999,18.523245189999997
-27.60479944672563,-55.12269257799627,-22.713860559459555,10.05129808,-6.129158653999999,19.244399039999998
-25.53148213672563,-52.19300507799627,-25.102682679459555,12.12461539,-3.1994711539999994,16.855576919999997
-27.24422252672563,-58.68338969299627,-22.758932679459555,10.411875,-9.689855769,19.199326919999997
-29.13725137672563,-56.15935123199627,-25.598475949459555,8.51884615,-7.165817307999999,16.359783649999997
-28.55131387672563,122.28115357600373,-23.885735559459555,9.10478365,171.2746875,18.072524039999998
-24.49482348672563,-42.99829353399627,-23.119509599459555,13.16127404,5.995240390000001,18.838749999999997
-23.41309271672563,123.63331707600372,-25.959052869459555,14.24300481,172.626851,15.99920673
-23.05251579672563,-55.933990654996265,-32.224076909459555,14.60358173,-6.940456730999999,9.734182689999999
-25.44133790672563,-52.64372623199627,-25.598475949459555,12.21475962,-3.6501923079999994,16.359783649999997
63.03522457327437,-57.24108200099627,-24.246312479459554,100.6913221,-8.247548077,17.711947119999998
-28.01044848672563,-19.01992815399627,-24.336456709459554,9.64564904,29.97360577,17.621802889999998
-26.74842925672563,-57.376298346996265,-23.389942289459555,10.90766827,-8.382764423,18.568317309999998
-26.65828502672563,-57.24108200099627,-24.877322099459555,10.9978125,-8.247548077,17.080937499999997
-28.05552060672563,-56.42978392399627,-24.967466329459555,9.60057692,-7.436249999999999,16.990793269999998
-25.39626579672563,122.55158627600372,-24.381528829459555,12.25983173,171.54512019999999,17.576730769999998
-28.28088117672563,-53.590240654996265,-26.950639409459555,9.37521635,-4.596706730999999,15.007620189999999
74.61875827327438,-58.18759642399627,-22.172995179459555,112.2748558,-9.1940625,19.785264419999997
-25.44133790672563,-56.56500026999627,111.73625960054045,12.21475962,-7.571466345999999,153.6945192
